<<<<<<< HEAD
﻿Countries and areas,ISO Code,Region,Sub-region,Development regions,Indicator,Category_4,Total_4,total_upper_limit_4,total_lower_limit_4,Children without functional difficulties_4,cwf_upper_limit_4,cwf_lower_limit_4,Children with functional difficulties_4,wfd_upper_limit_4,wfd_lower_limit_4,Data source,Time period
Chad,TCD,SSA,WCA,Least Developed,OOS Primary,Female,67,68.4,65.5,65.3,67.1,63.5,71.1,73.7,68.5,MICS6,2019
Chad,TCD,SSA,WCA,Least Developed,OOS Primary,Urban,40.6,43.1,38,38.2,41.2,35.2,46.7,51.4,42,MICS6,2019
Chad,TCD,SSA,WCA,Least Developed,OOS Primary,Rural,68.5,69.6,67.3,67.2,68.6,65.8,71.5,73.6,69.5,MICS6,2019
Democratic Republic of the Congo,COD,SSA,WCA,Least Developed,OOS Primary,Total,32.5,33.6,31.4,31.3,32.6,30.1,37.2,39.5,34.8,MICS6,2017-2018
Democratic Republic of the Congo,COD,SSA,WCA,Least Developed,OOS Primary,Male,31.3,32.8,29.7,30.2,32,28.5,35.4,38.7,32.1,MICS6,2017-2018
Democratic Republic of the Congo,COD,SSA,WCA,Least Developed,OOS Primary,Female,33.7,35.3,32.2,32.4,34.2,30.6,39,42.4,35.6,MICS6,2017-2018
Democratic Republic of the Congo,COD,SSA,WCA,Least Developed,OOS Primary,Urban,22.5,24.3,20.6,22.4,24.4,20.3,22.7,26.6,18.8,MICS6,2017-2018
Democratic Republic of the Congo,COD,SSA,WCA,Least Developed,OOS Primary,Rural,40.1,41.4,38.7,38.3,39.9,36.8,46.5,49.4,43.7,MICS6,2017-2018
Gambia,GMB,SSA,WCA,Least Developed,OOS Primary,Total,21.3,22.8,19.7,21,22.6,19.4,23.5,28.7,18.3,MICS6,2018
Gambia,GMB,SSA,WCA,Least Developed,OOS Primary,Male,22.4,24.8,20.1,21.4,23.9,19,29.3,37.5,21.2,MICS6,2018
Gambia,GMB,SSA,WCA,Least Developed,OOS Primary,Female,20.2,22.2,18.2,20.6,22.8,18.5,16,22.3,9.7,MICS6,2018
Gambia,GMB,SSA,WCA,Least Developed,OOS Primary,Urban,15.2,17.2,13.1,14.3,16.4,12.2,21.5,28.7,14.3,MICS6,2018
Gambia,GMB,SSA,WCA,Least Developed,OOS Primary,Rural,31.7,34.1,29.4,32.1,34.6,29.6,28.1,35.9,20.3,MICS6,2018
Ghana,GHA,SSA,WCA,Less Developed,OOS Primary,Total,7.7,8.5,6.9,7.5,8.4,6.6,8.5,10.3,6.7,MICS6,2017-2018
Ghana,GHA,SSA,WCA,Less Developed,OOS Primary,Male,8.1,9.2,6.9,7.9,9.2,6.6,8.7,11.2,6.2,MICS6,2017-2018
Ghana,GHA,SSA,WCA,Less Developed,OOS Primary,Female,7.3,8.4,6.2,7.1,8.3,5.9,8.3,10.9,5.7,MICS6,2017-2018
Ghana,GHA,SSA,WCA,Less Developed,OOS Primary,Urban,3.5,4.4,2.7,3.1,3.9,2.2,5.5,7.9,3,MICS6,2017-2018
Ghana,GHA,SSA,WCA,Less Developed,OOS Primary,Rural,10.8,12,9.6,10.9,12.3,9.5,10.5,13,8,MICS6,2017-2018
Guinea-Bissau,GNB,SSA,WCA,Least Developed,OOS Primary,Total,35,36.7,33.3,35.3,37.2,33.4,33.5,38,29.1,MICS6,2018-2019
Guinea-Bissau,GNB,SSA,WCA,Least Developed,OOS Primary,Male,37.9,40.4,35.3,39.3,42,36.5,31.6,38,25.1,MICS6,2018-2019
Guinea-Bissau,GNB,SSA,WCA,Least Developed,OOS Primary,Female,32.3,34.6,30,31.7,34.2,29.2,35.6,41.9,29.4,MICS6,2018-2019
Guinea-Bissau,GNB,SSA,WCA,Least Developed,OOS Primary,Urban,13.9,16.2,11.7,14.6,17.2,12.1,11,16.3,5.7,MICS6,2018-2019
Guinea-Bissau,GNB,SSA,WCA,Least Developed,OOS Primary,Rural,46,48.1,43.8,45.7,48,43.4,47.1,52.9,41.4,MICS6,2018-2019
Guyana,GUY,LAC,LAC,Less Developed,OOS Primary,Total,2.5,3.2,1.7,2.1,2.8,1.3,4.4,6.8,1.9,MICS6,2019-2020
Guyana,GUY,LAC,LAC,Less Developed,OOS Primary,Male,2.5,3.7,1.4,1.9,3,0.8,5.3,9.1,1.4,MICS6,2019-2020
Guyana,GUY,LAC,LAC,Less Developed,OOS Primary,Female,2.4,3.4,1.3,2.2,3.3,1.1,3.4,6.6,0.3,MICS6,2019-2020
Guyana,GUY,LAC,LAC,Less Developed,OOS Primary,Urban,1.2,2.2,0.2,1.4,2.7,0.2,0.4,1.8,-1,MICS6,2019-2020
Guyana,GUY,LAC,LAC,Less Developed,OOS Primary,Rural,2.9,3.8,1.9,2.2,3.2,1.3,6.3,9.9,2.7,MICS6,2019-2020
Iraq,IRQ,MENA,MENA,Less Developed,OOS Primary,Total,21.6,22.5,20.7,20.5,21.5,19.4,25.9,28,23.7,MICS6,2018
Iraq,IRQ,MENA,MENA,Less Developed,OOS Primary,Male,19.6,20.9,18.4,16.8,18.2,15.4,28.3,31.2,25.4,MICS6,2018
Iraq,IRQ,MENA,MENA,Less Developed,OOS Primary,Female,23.6,25,22.2,23.9,25.5,22.4,22.3,25.4,19.1,MICS6,2018
Iraq,IRQ,MENA,MENA,Less Developed,OOS Primary,Urban,18.9,20,17.8,17.9,19.1,16.7,22.4,24.9,19.9,MICS6,2018
Iraq,IRQ,MENA,MENA,Less Developed,OOS Primary,Rural,27.1,28.8,25.3,25.4,27.4,23.4,34.1,38.2,30,MICS6,2018
Kiribati,KIR,EAP,EAP,Least Developed,OOS Primary,Total,1.2,1.9,0.6,0.8,1.4,0.2,2.6,4.5,0.7,MICS6,2018-2019
Kiribati,KIR,EAP,EAP,Least Developed,OOS Primary,Male,1.6,2.7,0.6,1.2,2.2,0.2,3.1,6,0.2,MICS6,2018-2019
Kiribati,KIR,EAP,EAP,Least Developed,OOS Primary,Female,0.8,1.6,0.1,0.5,1.1,-0.2,2.1,4.6,-0.3,MICS6,2018-2019
Kiribati,KIR,EAP,EAP,Least Developed,OOS Primary,Urban,1.2,2.3,0.2,1.1,2.2,-0.1,1.7,4.4,-0.9,MICS6,2018-2019
Kiribati,KIR,EAP,EAP,Least Developed,OOS Primary,Rural,1.3,2.1,0.5,0.6,1.2,-0.1,3.7,6.5,0.9,MICS6,2018-2019
Kosovo,,ECA,EECA,,OOS Primary,Total,3.9,5.2,2.5,3.8,5.2,2.4,4.5,9.6,-0.6,MICS6,2019-20
Kosovo,,ECA,EECA,,OOS Primary,Male,6,8.3,3.7,6,8.3,3.6,,,,MICS6,2019-20
Kosovo,,ECA,EECA,,OOS Primary,Female,1.7,2.9,0.4,1.5,2.8,0.3,,,,MICS6,2019-20
Kosovo,,ECA,EECA,,OOS Primary,Urban,5.6,7.9,3.3,5.7,8.1,3.3,,,,MICS6,2019-20
Kosovo,,ECA,EECA,,OOS Primary,Rural,2.5,4,1,2.4,3.9,0.9,,,,MICS6,2019-20
Kyrgyzstan,KGZ,ECA,EECA,Less Developed,OOS Primary,Total,3.3,4.2,2.3,3.5,4.5,2.5,1.2,3.2,-0.8,MICS6,2018
Kyrgyzstan,KGZ,ECA,EECA,Less Developed,OOS Primary,Male,2.8,4,1.6,3,4.4,1.7,1.2,3.8,-1.5,MICS6,2018
Kyrgyzstan,KGZ,ECA,EECA,Less Developed,OOS Primary,Female,3.8,5.2,2.3,4,5.5,2.4,,,,MICS6,2018
Kyrgyzstan,KGZ,ECA,EECA,Less Developed,OOS Primary,Urban,2.3,3.5,1,2.1,3.4,0.9,,,,MICS6,2018
Kyrgyzstan,KGZ,ECA,EECA,Less Developed,OOS Primary,Rural,3.7,5,2.4,4.1,5.5,2.7,0.2,1.3,-0.9,MICS6,2018
Lesotho,LSO,SSA,ESA,Least Developed,OOS Primary,Total,4.5,5.3,3.7,4.3,5,3.5,7.5,11,4,MICS6,2018
Lesotho,LSO,SSA,ESA,Least Developed,OOS Primary,Male,4.6,5.7,3.5,4,5.1,2.9,10.1,15.4,4.8,MICS6,2018
Lesotho,LSO,SSA,ESA,Least Developed,OOS Primary,Female,4.4,5.5,3.3,4.5,5.7,3.4,3.6,7.4,-0.2,MICS6,2018
Lesotho,LSO,SSA,ESA,Least Developed,OOS Primary,Urban,2.6,3.7,1.4,2.3,3.5,1.2,5.6,11.2,0.1,MICS6,2018
Lesotho,LSO,SSA,ESA,Least Developed,OOS Primary,Rural,5.4,6.4,4.4,5.2,6.2,4.2,8.3,12.7,3.9,MICS6,2018
Madagascar,MDG,SSA,ESA,Least Developed,OOS Primary,Total,30.6,32,29.3,30.1,31.5,28.7,33.9,37.6,30.2,MICS6,2018
Madagascar,MDG,SSA,ESA,Least Developed,OOS Primary,Male,34.6,36.5,32.6,34.4,36.5,32.3,35.6,40.8,30.4,MICS6,2018
Madagascar,MDG,SSA,ESA,Least Developed,OOS Primary,Female,26.8,28.6,25,25.9,27.9,24,32,37.3,26.8,MICS6,2018
Madagascar,MDG,SSA,ESA,Least Developed,OOS Primary,Urban,16.9,19.1,14.8,15.2,17.4,12.9,27.1,34,20.3,MICS6,2018
Madagascar,MDG,SSA,ESA,Least Developed,OOS Primary,Rural,33.9,35.5,32.3,33.7,35.4,32,35.6,39.9,31.2,MICS6,2018
Mongolia,MNG,EAP,EAP,Less Developed,OOS Primary,Total,4.7,5.4,4,4.5,5.2,3.7,9.7,13.9,5.6,MICS6,2018
Mongolia,MNG,EAP,EAP,Less Developed,OOS Primary,Male,5,6,3.9,4.5,5.5,3.5,14.3,21.2,7.4,MICS6,2018
Mongolia,MNG,EAP,EAP,Less Developed,OOS Primary,Female,4.5,5.5,3.5,4.4,5.5,3.4,5.7,10.3,1.1,MICS6,2018
Mongolia,MNG,EAP,EAP,Less Developed,OOS Primary,Urban,2.8,3.6,2.1,2.6,3.4,1.9,6.3,11.2,1.5,MICS6,2018
Mongolia,MNG,EAP,EAP,Less Developed,OOS Primary,Rural,8.4,9.8,7.1,8,9.4,6.6,15.5,22.6,8.3,MICS6,2018
Nepal,NPL,SA,SA,Least Developed,OOS Primary,Total,10,11,9,9.1,10.2,8.1,15.3,18.4,12.1,MICS6,2019
Nepal,NPL,SA,SA,Least Developed,OOS Primary,Male,9,10.4,7.6,8,9.4,6.5,14.8,19,10.6,MICS6,2019
Nepal,NPL,SA,SA,Least Developed,OOS Primary,Female,11.1,12.6,9.5,10.3,11.9,8.7,15.9,20.7,11,MICS6,2019
Nepal,NPL,SA,SA,Least Developed,OOS Primary,Urban,8.1,9.3,6.8,7.2,8.4,5.9,13.8,17.8,9.7,MICS6,2019
Nepal,NPL,SA,SA,Least Developed,OOS Primary,Rural,13.5,15.3,11.7,12.7,14.6,10.8,17.7,22.7,12.7,MICS6,2019
North Macedonia,MKD,ECA,EECA,More Developed,OOS Primary,Total,10.7,13.1,8.3,10.7,13.3,8.2,10.5,17.6,3.3,MICS6,2018-2019
North Macedonia,MKD,ECA,EECA,More Developed,OOS Primary,Male,8.9,12.1,5.7,8.8,12.2,5.4,,,,MICS6,2018-2019
North Macedonia,MKD,ECA,EECA,More Developed,OOS Primary,Female,12.4,15.9,8.9,12.5,16.2,8.7,,,,MICS6,2018-2019
North Macedonia,MKD,ECA,EECA,More Developed,OOS Primary,Urban,7.2,10.1,4.4,7,9.9,4.1,,,,MICS6,2018-2019
North Macedonia,MKD,ECA,EECA,More Developed,OOS Primary,Rural,16.7,20.8,12.6,17.5,22,13,,,,MICS6,2018-2019
State of Palestine,PSE,MENA,MENA,Less Developed,OOS Primary,Total,2.4,3.1,1.7,1.5,2.1,0.9,6.9,9.9,3.9,MICS6,2019-2020
State of Palestine,PSE,MENA,MENA,Less Developed,OOS Primary,Male,2.9,4,1.8,2.2,3.2,1.1,6.1,9.8,2.4,MICS6,2019-2020
State of Palestine,PSE,MENA,MENA,Less Developed,OOS Primary,Female,1.8,2.7,0.9,0.8,1.4,0.2,7.9,12.9,3,MICS6,2019-2020
State of Palestine,PSE,MENA,MENA,Less Developed,OOS Primary,Urban,2.2,3.1,1.3,1.3,2.1,0.6,6.6,10.4,2.9,MICS6,2019-2020
State of Palestine,PSE,MENA,MENA,Less Developed,OOS Primary,Rural,2.8,4,1.6,2,3.1,0.9,8.3,13.6,3,MICS6,2019-2020
Pakistan (Punjab),,SA,SA,Less Developed,OOS Primary,Total,18.8,19.4,18.1,18,18.7,17.3,22.2,23.7,20.6,MICS6,2017-2018
Pakistan (Punjab),,SA,SA,Less Developed,OOS Primary,Male,17.4,18.3,16.6,16.4,17.4,15.5,21.5,23.6,19.4,MICS6,2017-2018
Pakistan (Punjab),,SA,SA,Less Developed,OOS Primary,Female,20.1,21.1,19.2,19.6,20.6,18.6,22.9,25.2,20.6,MICS6,2017-2018
Pakistan (Punjab),,SA,SA,Less Developed,OOS Primary,Urban,12,13.1,11,11.7,12.8,10.6,13.4,15.8,11,MICS6,2017-2018
Pakistan (Punjab),,SA,SA,Less Developed,OOS Primary,Rural,22.1,22.9,21.3,21.1,22,20.2,26.7,28.6,24.8,MICS6,2017-2018
Samoa,WSM,EAP,EAP,Less Developed,OOS Primary,Total,13.6,15.6,11.6,14.6,16.9,12.3,10.6,14.3,6.8,MICS6,2019-2020
Samoa,WSM,EAP,EAP,Less Developed,OOS Primary,Male,11.6,14.2,9,13,16.1,9.9,7.8,12.2,3.5,MICS6,2019-2020
Samoa,WSM,EAP,EAP,Less Developed,OOS Primary,Female,15.9,19,12.8,16.2,19.7,12.7,14.6,21.3,7.9,MICS6,2019-2020
Samoa,WSM,EAP,EAP,Less Developed,OOS Primary,Urban,15.3,19.3,11.2,15.2,19.6,10.7,,,,MICS6,2019-2020
Samoa,WSM,EAP,EAP,Less Developed,OOS Primary,Rural,13.3,15.6,11,14.5,17.2,11.7,9.9,14,5.9,MICS6,2019-2020
Sao Tome and Principe,STP,SSA,WCA,Least Developed,OOS Primary,Total,6.1,7.5,4.7,4.7,6.2,3.3,11.4,15.6,7.2,MICS7,2019
Sao Tome and Principe,STP,SSA,WCA,Least Developed,OOS Primary,Male,5.1,7,3.2,3.6,5.4,1.8,10.8,16.4,5.1,MICS8,2019
Sao Tome and Principe,STP,SSA,WCA,Least Developed,OOS Primary,Female,7.1,9.3,4.9,5.9,8.2,3.7,12,18.2,5.8,MICS9,2019
Sao Tome and Principe,STP,SSA,WCA,Least Developed,OOS Primary,Urban,5.1,6.8,3.4,3.8,5.4,2.1,11.5,17.5,5.6,MICS10,2019
Sao Tome and Principe,STP,SSA,WCA,Least Developed,OOS Primary,Rural,8.3,10.9,5.7,7.2,10,4.4,11.2,17.1,5.3,MICS11,2019
Sierra Leone,SLE,SSA,WCA,Least Developed,OOS Primary,Total,27.1,28.3,25.9,26.4,27.7,25,29.5,31.9,27.1,MICS6,2017
Sierra Leone,SLE,SSA,WCA,Least Developed,OOS Primary,Male,29.6,31.3,27.9,28.6,30.6,26.7,32.5,35.9,29.1,MICS6,2017
Sierra Leone,SLE,SSA,WCA,Least Developed,OOS Primary,Female,24.6,26.2,23,24.1,25.9,22.3,26.4,29.8,23,MICS6,2017
Sierra Leone,SLE,SSA,WCA,Least Developed,OOS Primary,Urban,12.8,14.3,11.2,11.8,13.5,10.1,16.3,19.9,12.6,MICS6,2017
Sierra Leone,SLE,SSA,WCA,Least Developed,OOS Primary,Rural,36.9,38.4,35.4,36.7,38.5,35,37.3,40.4,34.3,MICS6,2017
Pakistan (Sindh),,SA,SA,Less Developed,OOS Primary,Total,52.8,54,51.6,52.7,54,51.4,53.1,56,50.2,MICS6,2018-2019
Pakistan (Sindh),,SA,SA,Less Developed,OOS Primary,Male,50,51.6,48.3,50.3,52.1,48.5,48.3,52.3,44.3,MICS6,2018-2019
Pakistan (Sindh),,SA,SA,Less Developed,OOS Primary,Female,55.9,57.6,54.1,55.4,57.3,53.5,58.3,62.5,54.1,MICS6,2018-2019
Pakistan (Sindh),,SA,SA,Less Developed,OOS Primary,Urban,36.1,37.8,34.4,35.8,37.7,34,37.2,41.1,33.4,MICS6,2018-2019
Pakistan (Sindh),,SA,SA,Less Developed,OOS Primary,Rural,68,69.5,66.4,67.3,69,65.5,72.2,76,68.3,MICS6,2018-2019
Suriname,SUR,LAC,LAC,Less Developed,OOS Primary,Total,3.3,4.1,2.5,3,3.9,2.2,4.9,7.5,2.3,MICS6,2018
Suriname,SUR,LAC,LAC,Less Developed,OOS Primary,Male,4.1,5.4,2.8,3.3,4.6,2.1,9,13.8,4.2,MICS6,2018
Suriname,SUR,LAC,LAC,Less Developed,OOS Primary,Female,2.4,3.4,1.4,2.7,3.8,1.6,0,0,0,MICS6,2018
Suriname,SUR,LAC,LAC,Less Developed,OOS Primary,Urban,2.8,3.8,1.8,2.7,3.7,1.6,3.6,6.7,0.4,MICS6,2018
Suriname,SUR,LAC,LAC,Less Developed,OOS Primary,Rural,4.3,5.7,2.9,3.8,5.2,2.4,7.1,11.6,2.5,MICS6,2018
Turks and Caicos Islands,TCA,LAC,LAC,Not Classified,OOS Primary,Total,7.7,11.2,4.3,6.2,9.5,2.9,,,,MICS6,2019-2020
Turks and Caicos Islands,TCA,LAC,LAC,Not Classified,OOS Primary,Male,8.1,13,3.3,4.7,8.6,0.9,,,,MICS6,2019-2020
Turks and Caicos Islands,TCA,LAC,LAC,Not Classified,OOS Primary,Female,7.4,12.4,2.3,7.6,13.1,2.1,,,,MICS6,2019-2020
Turks and Caicos Islands,TCA,LAC,LAC,Not Classified,OOS Primary,Urban,7.9,11.8,4,6.3,9.9,2.6,,,,MICS6,2019-2020
Turks and Caicos Islands,TCA,LAC,LAC,Not Classified,OOS Primary,Rural,4.6,10.9,-1.7,,,,,,,MICS6,2019-2020
Togo,TGO,SSA,WCA,Least Developed,OOS Primary,Total,11.9,13.2,10.6,11.9,13.3,10.5,11.8,14.7,8.9,MICS6,2017
Togo,TGO,SSA,WCA,Least Developed,OOS Primary,Male,9.9,11.5,8.2,9.4,11.2,7.6,11.7,15.8,7.7,MICS6,2017
Togo,TGO,SSA,WCA,Least Developed,OOS Primary,Female,14.1,16.1,12.2,14.8,16.9,12.6,11.9,16.1,7.8,MICS6,2017
Togo,TGO,SSA,WCA,Least Developed,OOS Primary,Urban,4.9,6.4,3.4,5.3,7,3.6,3.7,6.6,0.8,MICS6,2017
Togo,TGO,SSA,WCA,Least Developed,OOS Primary,Rural,15.8,17.5,14,15.5,17.4,13.5,16.9,21.1,12.8,MICS6,2017
Tonga,TON,EAP,EAP,Less Developed,OOS Primary,Total,7,8.9,5.2,7,9,5.1,7.1,13.5,0.8,MICS6,2019
Tonga,TON,EAP,EAP,Less Developed,OOS Primary,Male,4.9,7,2.8,4.8,7,2.6,,,,MICS6,2019
Tonga,TON,EAP,EAP,Less Developed,OOS Primary,Female,9.7,12.8,6.5,9.6,12.9,6.3,,,,MICS6,2019
Tonga,TON,EAP,EAP,Less Developed,OOS Primary,Urban,8.2,12.2,4.2,8.5,12.6,4.3,,,,MICS6,2019
Tonga,TON,EAP,EAP,Less Developed,OOS Primary,Rural,6.7,8.8,4.6,6.6,8.8,4.4,7.7,14.6,0.8,MICS6,2019
Tunisia,TUN,MENA,MENA,Less Developed,OOS Primary,Total,4,4.8,3.2,4.2,5.1,3.2,3.3,4.9,1.8,MICS6,2018
Tunisia,TUN,MENA,MENA,Less Developed,OOS Primary,Male,3.5,4.6,2.5,3.5,4.7,2.3,3.8,6,1.5,MICS6,2018
Tunisia,TUN,MENA,MENA,Less Developed,OOS Primary,Female,4.4,5.7,3.2,4.9,6.4,3.5,2.8,4.9,0.7,MICS6,2018
Tunisia,TUN,MENA,MENA,Less Developed,OOS Primary,Urban,2.9,3.8,2.1,3.1,4.1,2.1,2.4,4.1,0.7,MICS6,2018
Tunisia,TUN,MENA,MENA,Less Developed,OOS Primary,Rural,6.1,7.9,4.4,6.7,8.8,4.6,4.7,7.7,1.8,MICS6,2018
Turkmenistan,TKM,ECA,EECA,Less Developed,OOS Primary,Total,14.1,16,12.2,13.8,15.7,11.9,,,,MICS6,2019
Turkmenistan,TKM,ECA,EECA,Less Developed,OOS Primary,Male,12.3,14.8,9.9,12.4,14.9,9.9,,,,MICS6,2019
Turkmenistan,TKM,ECA,EECA,Less Developed,OOS Primary,Female,16,18.9,13.1,15.5,18.4,12.6,,,,MICS6,2019
Turkmenistan,TKM,ECA,EECA,Less Developed,OOS Primary,Urban,8.2,10.3,6.1,7.6,9.7,5.6,,,,MICS6,2019
Turkmenistan,TKM,ECA,EECA,Less Developed,OOS Primary,Rural,18,21,15,17.9,20.9,14.9,,,,MICS6,2019
Tuvalu,TUV,EAP,EAP,Least Developed,OOS Primary,Total,0.9,2.1,-0.4,0.8,2,-0.5,,,,MICS6,2019-2020
Tuvalu,TUV,EAP,EAP,Least Developed,OOS Primary,Male,1.2,3.4,-0.9,1.1,3.2,-1.1,,,,MICS6,2019-2020
Tuvalu,TUV,EAP,EAP,Least Developed,OOS Primary,Female,0.4,1.6,-0.8,0.4,1.8,-0.9,,,,MICS6,2019-2020
Tuvalu,TUV,EAP,EAP,Least Developed,OOS Primary,Urban,0.8,2.5,-0.9,1,3,-1,,,,MICS6,2019-2020
Tuvalu,TUV,EAP,EAP,Least Developed,OOS Primary,Rural,0.9,2.8,-0.9,0.5,1.9,-0.9,,,,MICS6,2019-2020
Zimbabwe,ZWE,SSA,ESA,Less Developed,OOS Primary,Total,3.2,3.8,2.7,3.1,3.7,2.6,4.3,6.4,2.2,MICS6,2019
Zimbabwe,ZWE,SSA,ESA,Less Developed,OOS Primary,Male,3.9,4.7,3.1,3.6,4.5,2.8,6.5,9.9,3.1,MICS6,2019
Zimbabwe,ZWE,SSA,ESA,Less Developed,OOS Primary,Female,2.5,3.2,1.8,2.6,3.3,1.9,1.7,3.7,-0.3,MICS6,2019
Zimbabwe,ZWE,SSA,ESA,Less Developed,OOS Primary,Urban,2.4,3.3,1.6,2.5,3.5,1.6,0.9,3,-1.1,MICS6,2019
Zimbabwe,ZWE,SSA,ESA,Less Developed,OOS Primary,Rural,3.5,4.2,2.8,3.3,4,2.6,5.1,7.7,2.6,MICS6,2019
>>>>>>> 2c31782b18a27a546917a81c71ec24b06648a7c1
